0	2
1	2
2	2
3	2
4	4
5	0
6	2
7	2
8	2
9	4
10	0
11	4
12	2
13	0
14	2
15	2
16	2
17	4
18	2
19	2
20	2
21	0
22	2
23	2
24	2
25	4
26	2
27	2
28	2
29	0
30	4
31	2
32	2
33	2
34	2
35	0
36	4
37	2
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	4
47	0
48	2
49	2
50	2
51	2
52	2
53	4
54	2
55	2
56	0
57	2
58	2
59	2
60	4
61	2
62	0
63	2
64	4
65	2
66	2
67	2
68	0
69	4
70	0
71	2
72	4
73	2
74	2
75	2
76	0
77	4
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	3
88	1
89	2
90	4
91	0
92	2
93	4
94	0
95	2
96	2
97	2
98	2
99	4
100	2
101	2
102	2
103	0
104	2
105	4
106	0
107	4
108	2
109	2
110	2
111	2
112	0
113	2
114	4
115	2
116	2
117	2
118	2
119	2
120	0
121	4
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	2
130	3
131	1
132	2
133	4
134	0
135	2
136	2
137	2
138	4
139	0
140	4
141	2
142	0
143	2
144	2
145	2
146	4
147	2
148	2
149	2
150	0
151	4
152	2
153	0
154	4
155	2
156	0
157	4
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	2
167	2
168	4
169	0
170	2
171	2
172	2
173	2
174	4
175	2
176	0
177	2
178	2
179	2
180	2
181	2
182	4
183	2
184	2
185	0
186	2
187	4
188	2
189	0
190	2
191	3
192	1
193	4
194	2
195	2
196	2
197	0
198	4
199	2
200	2
201	2
202	2
203	2
204	2
205	2
206	2
207	2
208	2
209	2
210	2
211	2
212	2
213	2
214	2
215	2
216	4
217	0
218	2
219	2
220	3
221	3
222	2
223	0
224	2
225	2
226	2
227	2
228	4
229	2
230	2
231	2
232	0
233	2
234	2
235	4
236	2
237	2
238	2
239	2
240	2
241	0
242	4
243	2
244	2
245	2
246	2
247	2
248	2
249	2
250	2
251	4
252	0
253	2
254	2
255	2
256	2
257	2
258	2
259	4
260	0
261	2
262	4
263	0
264	2
265	2
266	2
267	4
268	2
269	2
270	2
271	0
272	2
273	4
274	0
275	4
276	2
277	2
278	2
279	0
280	4
281	2
282	2
283	2
284	0
285	4
286	2
287	2
288	2
289	2
290	2
291	2
292	2
293	2
294	2
295	2
296	2
297	2
298	2
299	2
300	2
301	2
302	2
303	4
304	2
305	0
306	2
307	2
308	2
309	2
310	4
311	2
312	0
313	2
314	4
315	2
316	2
317	2
318	0
319	4
320	2
321	0
322	4
323	2
324	2
325	2
326	1
327	3
328	0
329	4
330	2
331	2
332	2
333	2
334	2
335	2
336	2
337	2
338	2
339	2
340	4
341	0
342	2
343	4
344	0
345	2
346	2
347	2
348	2
349	2
350	4
351	2
352	0
353	2
354	2
355	2
356	2
357	4
358	2
359	2
360	2
361	2
362	0
363	2
364	4
365	2
366	2
367	2
368	2
369	2
370	2
371	2
372	2
373	2
374	2
375	2
376	2
377	2
378	2
379	2
380	4
381	0
382	2
383	4
384	0
385	2
386	2
387	2
388	4
389	2
390	2
391	0
392	2
393	2
394	2
395	2
396	4
397	2
398	2
399	2
400	0
401	2
402	4
403	0
404	4
405	2
406	0
407	4
408	2
409	2
410	2
411	2
412	2
413	2
414	1
415	3
416	2
417	2
418	2
419	2
420	2
421	2
422	2
423	2
424	4
425	2
426	0
427	2
428	2
429	2
430	2
431	4
432	2
433	2
434	2
435	0
436	2
437	4
438	2
439	0
440	4
441	0
442	2
443	4
444	2
445	2
446	2
447	0
448	4
449	2
450	0
451	4
452	2
453	2
454	2
455	2
456	2
457	2
458	2
459	2
460	2
461	4
462	0
463	2
464	2
465	2
466	2
467	2
468	2
469	2
470	2
471	4
472	2
473	2
474	0
475	2
476	2
477	2
478	4
479	2
480	2
481	2
482	0
483	4
484	0
485	2
486	4
487	2
488	2
489	2
490	2
491	0
492	2
493	4
494	2
495	2
496	2
497	2
498	2
499	2
500	2
501	2
502	2
503	2
504	2
505	2
506	2
507	2
508	2
509	2
510	4
511	2
512	0
513	2
514	2
515	2
516	2
517	4
518	2
519	2
520	2
521	0
522	2
523	2
524	2
525	4
526	2
527	2
528	2
529	2
530	0
531	4
532	2
533	0
534	4
535	2
536	2
537	2
538	2
539	2
540	2
541	2
542	2
543	2
544	2
545	4
546	0
547	2
