0	3
1	1
2	2
3	2
4	3
5	2
6	1
7	3
8	2
9	2
10	2
11	2
12	2
13	2
14	2
15	1
16	3
17	2
18	2
19	2
20	2
21	2
22	2
23	2
24	2
25	2
26	2
27	2
28	2
29	2
30	2
31	3
32	2
33	2
34	2
35	2
36	2
37	2
38	2
39	2
40	2
41	2
42	2
43	2
44	3
45	1
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	3
54	1
55	3
56	2
57	1
58	2
59	3
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	3
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	3
86	1
87	2
88	3
89	2
90	2
91	2
92	2
93	1
94	2
95	2
96	3
97	2
98	1
99	2
100	3
101	1
102	3
103	2
104	2
105	2
106	2
107	2
108	2
109	3
110	1
111	2
112	3
113	2
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	2
130	2
131	2
132	2
133	2
134	2
135	2
136	2
137	2
138	2
139	3
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	2
149	2
150	2
151	3
152	2
153	1
154	3
155	2
156	1
157	2
158	2
159	3
160	2
161	1
162	2
163	3
164	2
165	2
166	2
167	2
168	2
169	2
170	2
171	3
172	1
173	3
174	2
175	2
176	2
177	2
178	2
179	2
180	2
181	2
182	2
183	2
184	2
185	2
186	2
187	2
188	2
189	3
190	1
191	2
192	3
193	2
194	2
195	2
196	1
197	3
198	2
199	2
200	2
201	2
202	2
203	1
204	3
205	2
206	2
207	2
208	2
209	2
210	2
211	2
212	2
213	2
214	2
215	2
216	2
217	2
218	3
219	2
220	2
221	2
222	2
223	2
224	2
225	2
226	2
227	2
228	2
229	2
230	2
231	3
232	2
233	1
234	2
235	2
236	2
237	2
238	2
239	2
240	2
241	2
242	2
243	3
244	2
245	1
246	3
247	2
248	2
249	2
250	2
251	2
252	2
253	2
254	2
255	2
256	2
257	2
258	2
259	2
260	2
261	2
262	2
263	2
264	3
265	2
266	2
267	2
268	2
269	2
270	2
271	2
272	2
273	3
274	1
275	2
276	3
277	2
278	2
279	2
280	2
281	1
282	2
283	2
284	3
285	2
286	1
287	3
288	2
289	2
290	2
291	2
292	2
293	2
294	2
295	2
296	3
297	1
298	2
299	3
300	2
301	2
302	2
303	2
304	2
305	2
306	2
307	2
308	2
309	2
310	2
311	2
312	2
313	3
314	1
315	2
316	2
317	3
318	2
319	1
320	3
321	2
322	2
323	2
324	2
325	2
326	2
327	2
328	1
329	3
330	2
331	2
332	2
333	2
334	2
335	2
336	2
337	2
338	2
339	2
340	2
341	2
342	2
343	3
344	2
345	2
346	2
347	2
348	2
349	2
350	2
351	2
352	2
353	2
354	2
355	2
356	2
357	3
358	1
359	2
360	2
361	2
362	2
363	2
364	2
365	2
366	3
367	1
368	3
369	2
370	1
371	2
372	3
373	2
374	2
375	2
376	2
377	2
378	2
379	3
380	2
381	2
382	2
383	1
384	3
385	2
386	2
387	2
388	2
389	2
390	1
391	3
392	2
393	2
394	2
395	2
396	2
397	2
398	2
399	2
400	2
401	2
402	2
403	2
404	2
405	2
406	3
407	2
408	2
409	2
410	2
411	2
412	2
413	2
414	2
415	2
416	2
417	2
418	2
419	3
420	1
421	2
422	2
423	2
424	2
425	2
426	2
427	2
428	2
429	2
430	3
431	2
432	1
433	3
434	2
435	2
436	1
437	3
438	2
439	2
440	2
441	2
442	2
443	2
444	2
445	2
446	2
447	2
448	3
449	2
450	1
451	2
452	3
453	2
454	2
455	2
456	2
457	2
458	2
459	2
460	2
461	2
462	2
463	3
464	2
465	1
466	3
467	2
468	1
469	2
470	2
471	3
472	1
473	2
474	2
475	3
476	2
477	2
478	2
479	2
480	2
481	2
482	2
483	2
484	3
485	1
486	3
487	2
488	2
489	2
490	2
491	2
492	2
493	2
494	2
495	2
496	2
497	2
498	2
499	2
500	2
501	2
502	2
503	2
504	2
505	2
506	2
507	2
508	2
509	2
510	2
511	2
512	3
513	2
514	1
515	3
516	2
517	2
518	2
519	2
520	2
521	2
522	2
523	2
524	2
525	3
526	1
527	2
528	3
529	2
530	2
531	1
532	2
533	3
534	1
535	2
536	3
537	2
538	1
539	3
540	2
541	2
542	2
543	2
544	2
545	2
546	2
547	3
548	2
549	2
550	2
551	2
552	2
553	2
554	2
555	2
556	2
557	2
558	2
559	2
560	2
561	2
562	2
563	2
564	2
565	3
566	2
567	1
568	2
569	3
570	1
571	3
572	2
573	2
574	2
575	2
576	2
577	2
578	2
579	1
580	3
581	2
582	2
583	2
584	2
585	2
586	2
587	2
588	2
589	2
590	2
591	2
592	2
593	3
594	2
595	2
596	2
597	2
598	2
599	2
600	2
601	2
602	2
603	2
604	3
605	1
606	2
607	2
608	3
609	1
610	2
611	2
612	2
613	2
614	2
615	2
616	2
617	3
618	1
619	2
620	3
621	2
622	2
623	1
624	3
625	2
626	2
627	2
628	3
629	1
630	2
631	3
632	2
633	2
634	2
635	2
636	2
637	2
638	2
639	2
640	2
641	1
642	2
643	3
644	2
645	2
646	2
647	2
648	2
649	2
650	2
651	2
652	2
653	2
654	2
655	2
656	3
657	2
658	2
659	2
660	2
661	2
662	2
663	2
664	2
665	2
666	2
667	2
668	2
669	2
670	3
671	1
672	2
673	2
674	2
675	2
676	2
677	3
678	1
679	2
680	2
681	2
682	3
683	2
684	1
685	3
686	2
687	2
688	2
689	2
690	2
691	2
692	2
693	2
694	2
695	2
696	2
697	2
698	2
699	2
700	2
701	3
702	1
703	3
704	2
705	2
706	2
707	2
708	2
709	2
710	2
711	3
712	2
713	1
714	2
715	3
716	2
717	2
718	1
719	2
720	3
721	1
722	2
723	3
724	2
725	2
726	2
727	2
728	2
729	2
730	2
731	2
732	2
733	2
734	2
735	3
736	2
737	1
738	2
739	3
740	2
741	2
742	2
743	2
744	2
745	2
746	2
747	2
748	2
749	2
750	2
751	2
752	3
753	2
754	1
755	2
756	3
757	1
758	3
759	2
760	2
761	2
762	2
763	2
764	2
765	2
766	1
767	3
768	2
769	2
770	2
771	2
772	2
773	2
774	2
775	2
776	2
777	2
778	2
779	2
780	2
781	3
782	2
783	2
784	2
785	2
786	2
787	2
788	2
789	2
790	2
791	2
792	2
793	2
794	2
795	3
796	1
797	2
798	2
799	2
800	2
801	2
802	2
803	2
804	3
805	1
806	2
807	3
808	2
809	2
810	1
811	3
812	2
813	2
814	2
815	2
816	2
817	2
818	2
819	2
820	2
821	2
822	2
823	2
824	2
825	3
826	2
827	1
828	3
829	2
830	2
831	2
832	2
833	2
834	2
835	2
836	2
837	3
838	1
839	2
840	3
841	2
842	2
843	1
844	2
845	2
846	2
847	2
848	3
849	2
850	1
851	3
852	2
853	1
854	3
855	2
856	2
857	2
858	2
859	2
860	3
861	2
862	2
863	2
864	2
865	2
866	2
867	2
868	2
869	2
870	2
871	2
872	2
873	2
874	2
875	2
876	2
877	2
878	2
879	2
880	2
881	2
882	2
883	2
884	2
885	2
886	2
887	2
888	3
889	1
890	3
891	2
892	2
893	2
894	2
895	2
896	2
897	2
898	2
899	3
900	2
901	2
902	1
903	3
904	2
905	2
906	1
907	2
908	3
909	1
910	2
911	3
912	2
913	2
914	2
915	2
916	2
917	2
918	2
919	2
920	2
921	2
922	3
923	2
924	1
925	2
926	3
927	2
928	2
929	2
930	2
931	2
932	2
933	2
934	2
935	2
936	2
937	2
938	2
939	2
940	2
941	3
942	1
943	2
944	3
945	2
946	2
947	2
948	2
949	2
950	2
951	2
952	2
953	2
954	1
955	3
956	2
957	2
958	2
959	2
960	2
961	2
962	2
963	2
964	2
965	2
966	2
967	2
968	3
969	2
970	2
971	2
972	2
973	2
974	2
975	2
976	2
977	2
978	2
979	2
980	2
981	2
982	2
983	3
984	1
985	2
986	2
987	2
988	2
989	2
990	3
991	1
992	2
993	2
994	2
995	3
996	2
997	2
998	2
999	2
